# log_X log_likelihood tiebreaker accepts tries exceeds visits
-2.773332444073623719e+02 -2.567753405117809507e+03 8.417874308925297200e-01 4533 34160 21354 45215
-2.781788146208588728e+02 -2.566258105727007660e+03 2.324884961354719559e-01 4936 36782 16801 52372
-2.792619714331080445e+02 -2.563951432216924331e+03 4.988169647779217009e-02 4643 35423 24829 46511
-2.800241110183121691e+02 -2.562758224560564940e+03 9.948713493430121346e-01 5849 44189 29148 63229
-2.808681999187823521e+02 -2.561394534305009074e+03 6.089001722664590943e-01 6425 48963 18855 6782
-2.820946778198223228e+02 -2.559343876193931919e+03 7.479222297550900400e-01 5300 41045 24482 54111
-2.829592050267007721e+02 -2.558086538308396484e+03 8.977013966968412362e-01 6194 47903 20579 1044
-2.840738899564622102e+02 -2.556154526041751978e+03 8.641949405353712699e-01 6195 47985 19819 62806
-2.851732623608378390e+02 -2.554545164792675678e+03 3.817753608535562893e-01 5796 44542 18981 58642
-2.862545409163333261e+02 -2.552945375272442107e+03 6.080231715352364397e-01 5539 42793 23024 56054
-2.871826869778516311e+02 -2.551812960379495962e+03 9.402843945984926677e-01 6073 46985 24343 64236
-2.881627005319025443e+02 -2.550369461699188832e+03 1.770888548615249525e-01 6500 49532 19632 2583
-2.893227754202680444e+02 -2.548454220510811865e+03 6.959356132158859287e-01 5993 47182 23750 61040
-2.902855000402833525e+02 -2.547060967019401687e+03 1.437534612304585124e-01 6845 52920 33104 5370
-2.911148332018849487e+02 -2.545970163994590621e+03 1.541652297928640392e-01 7655 60047 27495 21845
-2.922271414426830916e+02 -2.544417314421595165e+03 6.480501365587233442e-01 7662 59629 38887 15830
-2.930320521070387940e+02 -2.543396673672258657e+03 2.412430412821140457e-01 8968 3392 36371 36479
-2.940558931917691439e+02 -2.541992269497744019e+03 9.629021376332570492e-01 8645 1939 41181 32532
-2.949542622874436120e+02 -2.540872789955701592e+03 3.146578125708112683e-01 9427 8661 34752 44067
-2.960676387153317819e+02 -2.539528741833964887e+03 5.771374358034784269e-01 9012 4922 33496 33900
-2.971337517788250580e+02 -2.538362187899224864e+03 1.092180683192646162e-01 8995 4537 34722 32315
-2.981608931775737119e+02 -2.537187636211902827e+03 1.533858305605715344e-01 8400 2522 29016 31537
-2.993133621471253036e+02 -2.536011680470391184e+03 5.517005284562214174e-01 7766 61810 35272 19519
-3.002246455166531405e+02 -2.535036348586753320e+03 1.862453685042240181e-01 8372 380 27119 29834
-3.014115850820357991e+02 -2.533820573543596765e+03 8.793116419413110618e-01 7142 57916 24120 13760
-3.025437397491601814e+02 -2.532652603078879110e+03 6.109148207101457867e-02 6568 52146 25432 4961
-3.035572031630874790e+02 -2.531564045824404730e+03 2.562218926859793910e-01 6177 48846 16052 3038
-3.048434376576208820e+02 -2.530071657691059045e+03 5.457880583855150292e-01 4619 36439 10187 46709
-3.061215502796081296e+02 -2.528537683288624521e+03 1.976865752735545989e-01 3437 27526 14308 31923
-3.070174706411830812e+02 -2.527703285374813277e+03 3.802666041869271485e-01 3831 30687 20267 39287
-3.078162593727579406e+02 -2.527022725769524186e+03 5.796455843454908496e-01 4301 35052 18250 49564
-3.088157096338940164e+02 -2.526111571360428570e+03 3.864121374483069360e-01 4134 33140 22893 45598
-3.096206530374053045e+02 -2.525460929895438312e+03 8.767965943308213550e-01 4554 36448 23184 53656
-3.105164613684714823e+02 -2.524607055603670233e+03 3.387315630686758006e-01 5079 40459 18108 57948
-3.116189524318303938e+02 -2.523414404693137840e+03 1.880177437755887471e-01 4630 36359 16792 48717
-3.126579356297576737e+02 -2.522361984699412460e+03 7.749077079904251875e-01 4492 35065 18011 46060
-3.136212966328519087e+02 -2.521356146920586070e+03 9.434423127621682781e-01 4514 35706 20305 47866
-3.145331035559581210e+02 -2.520423080713490435e+03 1.089900527835174771e-01 4811 38708 23616 53334
-3.154127974970898549e+02 -2.519553223480314045e+03 9.139230037128029949e-01 5212 42090 21358 59995
-3.164341770073625639e+02 -2.518657519932048217e+03 9.080373667696690632e-01 5244 42606 24712 58235
-3.173393375796273972e+02 -2.517941876960950594e+03 2.476613294072604887e-02 5838 48666 32065 1995
-3.181586974416981093e+02 -2.517274825793587297e+03 2.470377838068639198e-01 7176 57886 27199 18672
-3.192515742365119991e+02 -2.516298939952277578e+03 6.281413258251422604e-01 7368 58794 29956 14718
-3.202411276301119756e+02 -2.515398742899161334e+03 4.274901044938095133e-03 7691 62583 30527 21245
-3.212737478008209564e+02 -2.514507619321297170e+03 3.410640894459183170e-01 8492 1985 43098 26768
-3.220910006084976089e+02 -2.513726749757407561e+03 4.093647907081816584e-01 9887 15576 27122 52899
-3.234447538912506275e+02 -2.512292330257487265e+03 6.558217326896620403e-01 8755 7126 23647 28506
-3.247150469663811236e+02 -2.511055851757806522e+03 9.761646327167122772e-01 7703 61500 19125 13883
-3.259987936249721088e+02 -2.509643008202342571e+03 5.556486468698151882e-01 6532 51432 19717 64829
-3.271226117957643282e+02 -2.508526983823806404e+03 7.109234621053128755e-01 5476 45106 16457 59083
-3.282948076577392840e+02 -2.507468748702014636e+03 5.547906287014860993e-01 4925 39522 15701 50247
-3.293917936563208286e+02 -2.506527956606219050e+03 9.021460991765640758e-01 4655 36998 14149 46980
-3.305065109806956229e+02 -2.505565562765115828e+03 9.133249780161776243e-01 4212 33808 16528 42134
-3.314693323147248520e+02 -2.504805455726716445e+03 8.589388623899338882e-01 4096 32843 13093 43661
-3.325827279542064048e+02 -2.503978727599484046e+03 1.253118469199951401e-01 3524 28115 15598 35415
-3.334836135564790993e+02 -2.503283188407287525e+03 5.710497768362100546e-01 3739 30689 15291 40487
-3.344687712291341199e+02 -2.502518994735749402e+03 1.981308693365985696e-01 3624 29821 15088 39313
-3.354450822888393304e+02 -2.501785832732797189e+03 9.547745717096818574e-02 3589 29689 18051 39042
-3.363124075388573146e+02 -2.501208440494523074e+03 2.310583201886333704e-01 4284 34428 20264 46685
-3.372105299524072279e+02 -2.500602181706219199e+03 2.348916002324590580e-01 4584 37197 18038 51749
-3.382436575211149261e+02 -2.499951785753564764e+03 5.112605475883725825e-01 4222 35816 21974 48168
-3.391083188356170695e+02 -2.499471687848052625e+03 9.909251454227785416e-01 5010 40783 24486 56989
-3.400057534793228342e+02 -2.498924919033889637e+03 4.168158688304746673e-01 5407 45772 22000 64503
-3.410558926910202331e+02 -2.498311795036585863e+03 9.455453922754593066e-01 5036 42524 25480 58810
-3.419465213105654584e+02 -2.497831062962984106e+03 1.372547889961021339e-01 5691 48040 22078 2220
-3.430276253956381538e+02 -2.497212833689186937e+03 9.844411170183603454e-01 5371 44706 16262 61078
-3.442285434067835013e+02 -2.496519387081427340e+03 3.500925058197904560e-01 4421 36783 14861 47283
-3.453198665529462801e+02 -2.495947553332315238e+03 2.536754922800391401e-02 4111 35180 23593 44349
-3.460884314193924638e+02 -2.495588894349719340e+03 6.218877552496304695e-02 5065 44006 20742 61819
-3.471483725354736976e+02 -2.495086694791149057e+03 7.275121738046108621e-01 5102 43126 20147 58123
-3.481865050565016304e+02 -2.494601347411099141e+03 8.200708200638100465e-01 4583 39441 13461 53844
-3.494119915837963504e+02 -2.494100146083141226e+03 6.279586034670460171e-01 3426 28795 13346 36559
-3.504161186952281923e+02 -2.493736205210457229e+03 9.951714326689479195e-01 3206 27650 14030 35253
-3.513738903735465442e+02 -2.493349888510076653e+03 3.612652911034616166e-01 3324 28698 14837 36959
-3.523258907241074098e+02 -2.493007132176864161e+03 2.868808411015872917e-01 3260 28744 18817 37898
-3.531514164625143053e+02 -2.492712202111292754e+03 1.105321801100735968e-01 3799 33142 21470 46104
-3.540049798434046693e+02 -2.492413497077365264e+03 9.532081185844829552e-01 4531 39901 19813 55644
-3.550256663183720320e+02 -2.492021346099629227e+03 1.621461663015862920e-01 4582 39486 16850 53547
-3.561209934799630901e+02 -2.491625903827221009e+03 3.188845884299031930e-01 4044 36261 12691 47336
-3.572984425876526302e+02 -2.491185780932357375e+03 9.005779406070458792e-01 3213 29226 12058 36130
-3.583491978055834011e+02 -2.490825214402978872e+03 8.004553348259786372e-01 2817 24877 12341 31215
-3.593127684769477241e+02 -2.490497662865438542e+03 7.527733280508231983e-01 2807 24215 13066 30787
-3.602397118273688079e+02 -2.490170323085675591e+03 6.449339655056077758e-01 2798 25155 14753 32445
-3.611268044999710582e+02 -2.489883401237885664e+03 2.707492958410919193e-01 2989 26454 11409 35433
-3.621949954085168883e+02 -2.489490368634073093e+03 2.716212897923218073e-01 2605 23110 15804 28722
-3.629831614134240567e+02 -2.489268081522708599e+03 6.693514821039603380e-01 3232 28577 16245 38548
-3.639062414334221103e+02 -2.488927322676185213e+03 8.106423178749457836e-01 3753 31510 26488 42011
-3.645645672215021023e+02 -2.488676650334205988e+03 6.554687250879922544e-01 4915 41277 28431 61986
-3.654132028070674210e+02 -2.488316220527397036e+03 4.275941980272895404e-01 5344 45648 23225 2735
-3.664660173532532781e+02 -2.487816651808356255e+03 1.682954662483382435e-01 5263 45064 28537 62564
-3.673181663721002224e+02 -2.487461681387585031e+03 5.511950087701109613e-01 6367 54561 31805 11821
-3.682379850145445062e+02 -2.487077952499334060e+03 5.095594736973281247e-01 7205 62621 37596 23149
-3.691315472429627107e+02 -2.486678620145830791e+03 2.734371882089325217e-02 8108 2570 30431 34380
-3.702716487686773235e+02 -2.486161111273579991e+03 3.919020660626930663e-01 7496 167 17537 24862
-3.717026900815257591e+02 -2.485501698344671240e+03 4.640420724766869398e-02 5724 50745 17538 62609
-3.728752613620339389e+02 -2.485026510706039517e+03 7.336662019074301488e-01 5344 47071 21221 58823
-3.738879272427799947e+02 -2.484649390015142671e+03 2.624916835297146922e-01 5490 48705 20744 64195
-3.749729164860507353e+02 -2.484185407835454043e+03 9.256117232379379445e-01 5525 47368 21792 62350
-3.760066067248463355e+02 -2.483713153482246071e+03 2.051526282046448046e-01 5439 47299 29577 63347
-3.768414742712693624e+02 -2.483320512723601496e+03 8.176741098570251554e-01 6671 55986 39388 14246
-3.776223985518036557e+02 -2.482946905690479070e+03 5.141983255695421473e-01 7978 2205 26947 35832
-3.788599363125279069e+02 -2.482209224943002482e+03 2.275514649596140637e-01 7256 62185 17744 17796
-3.802242534568370047e+02 -2.481452181182455206e+03 7.001415447535023207e-01 5698 48569 17910 60611
-3.813627217790028681e+02 -2.480872549469234400e+03 3.216190324880627838e-01 5089 42863 23247 55007
-3.822724404131224674e+02 -2.480473692535601913e+03 2.768164022863683349e-01 5685 49330 24957 1264
-3.832619275031962047e+02 -2.480025299521231318e+03 5.275316013158675155e-01 5712 48549 23365 2181
-3.843051724381465419e+02 -2.479542148887481744e+03 6.093016363630354704e-01 5454 47247 20507 64823
-3.854040413716361400e+02 -2.479062068267094674e+03 6.310570206334176202e-02 5126 44143 21667 58942
-3.864045382445687551e+02 -2.478614042243898894e+03 7.978376913830951267e-01 5694 48964 29927 64793
-3.872460598558269567e+02 -2.478224252920634171e+03 7.697930027148051080e-01 6664 56196 27763 14851
-3.882909726684363250e+02 -2.477706727968921768e+03 2.083227518728329175e-01 6194 53079 13353 9555
-3.897427966388198115e+02 -2.477041427049682170e+03 6.385302256716229863e-01 3930 34025 15269 41573
-3.907437200072879477e+02 -2.476579014501601705e+03 7.339593270423037108e-01 3890 32893 16255 42366
-3.917194234355205822e+02 -2.476165824532008173e+03 6.593206546128129730e-01 3715 31972 15605 42509
-3.927206411042725449e+02 -2.475756933382586340e+03 5.619271885506165187e-01 3314 29664 14937 39491
-3.937051253559255315e+02 -2.475398597490582688e+03 6.101341341353396786e-01 3269 27969 13872 37228
-3.946981777884633402e+02 -2.475025815232448622e+03 3.839765602801934463e-01 3308 29481 14317 37578
-3.956790038164812700e+02 -2.474658183307350555e+03 6.935428756643895465e-01 3177 29180 15570 37773
-3.966154882975041573e+02 -2.474382258199535499e+03 7.952013032198408382e-01 3246 29003 17879 38819
-3.974854639814679444e+02 -2.474094431028849613e+03 6.215370517162592812e-01 3703 32261 18870 44370
-3.983982642700048586e+02 -2.473775129598635885e+03 9.385386921437823826e-01 4142 35467 27489 48606
-3.991164497433538259e+02 -2.473524166791758034e+03 1.640551596635830833e-01 5016 43503 22231 65183
-4.001667934146610719e+02 -2.473135257221300890e+03 1.875500805056453182e-02 4641 40008 20353 56507
-4.011802941413517942e+02 -2.472762857222508956e+03 4.280024728601658501e-01 4773 41536 12433 56073
-4.024733554930848527e+02 -2.472234582228547879e+03 7.134887747683276160e-01 3697 33310 13209 39965
-4.035317298483645345e+02 -2.471860465064558866e+03 4.229579744858713575e-02 3430 30496 10176 37998
-4.046924551647720705e+02 -2.471467820325119646e+03 5.715964229498413651e-01 2755 25309 14728 29730
-4.055371941153405260e+02 -2.471230460646411302e+03 6.438946128165917715e-02 3319 29152 15462 38064
-4.064818412543716590e+02 -2.470973942790175442e+03 8.104573020366245828e-01 3256 28874 20730 38561
-4.072559289899605233e+02 -2.470803876245348874e+03 9.486397866533191614e-01 3667 33683 23024 48699
-4.080964579558228138e+02 -2.470592129216336616e+03 3.750295759011154084e-01 4146 37360 19730 54683
-4.091087139671026875e+02 -2.470312622412323435e+03 5.559947946849088662e-01 3899 34967 19577 48959
-4.100572356190656365e+02 -2.470061495597829435e+03 3.046393149965949121e-01 3873 35932 14200 49744
-4.112045371304173500e+02 -2.469727066851670770e+03 8.839018455154068477e-02 3689 32678 16425 41082
-4.121566567550793252e+02 -2.469465235419016608e+03 5.319693836774896933e-01 3477 32441 16135 43058
-4.131459817813429822e+02 -2.469178532176405497e+03 6.351542521654252038e-01 3793 33788 17095 44076
-4.141148583512972436e+02 -2.468890386516430681e+03 9.355444063840023805e-02 4042 35723 16145 47076
-4.151562287401776530e+02 -2.468541761992352804e+03 9.745063493897671014e-01 3892 34509 18274 44906
-4.160957900621119734e+02 -2.468255377403416787e+03 9.824087678523887313e-01 4138 36125 19787 48628
-4.170334895277487135e+02 -2.467951989068256808e+03 4.229898687708097960e-01 4448 38335 17900 52379
-4.180788071153536407e+02 -2.467627867617916763e+03 4.789367921324405586e-01 4189 37831 20666 50004
-4.190059160929677091e+02 -2.467372293264494601e+03 7.048350728855723446e-02 4457 41225 24968 56133
-4.198803870847968938e+02 -2.467144358940223356e+03 2.567994634173889068e-01 5187 47026 26327 748
-4.208278597410881616e+02 -2.466851063781964513e+03 6.558935984902030114e-01 5215 47567 19876 2649
-4.219808221868951819e+02 -2.466491041495111858e+03 5.341825324591573665e-01 4550 40683 23833 54789
-4.228713603186598675e+02 -2.466245310112893549e+03 4.361649417652029292e-01 4726 42807 19451 60817
-4.239612133764954933e+02 -2.465918221031713529e+03 2.931172327389912624e-01 4281 38363 13077 52056
-4.251809780691218634e+02 -2.465571271074014476e+03 4.624994980560580005e-01 3259 29169 13060 36532
-4.261962247277784286e+02 -2.465295014813194030e+03 5.814466921732525106e-01 2890 26726 14323 34053
-4.271245370423428085e+02 -2.465039844263768828e+03 4.476570922827267651e-01 3152 27660 13560 36201
-4.281148689127504667e+02 -2.464765533749515271e+03 8.153686325281876979e-01 2906 25950 11886 33782
-4.291376401679640935e+02 -2.464486256965924895e+03 5.681342030932838849e-01 2698 24816 12237 30934
-4.301010763771723759e+02 -2.464220331575151249e+03 4.585268586990842721e-02 2577 23955 16258 30425
-4.309006614828467718e+02 -2.464052106420812379e+03 1.910925109918548692e-02 3287 29012 15208 39523
-4.318754478436721342e+02 -2.463777125113394504e+03 2.471869818330716395e-01 3060 28341 12424 37838
-4.329357693977330541e+02 -2.463519006479694326e+03 9.817473875021445195e-01 2591 23817 13614 30533
-4.338366900114020268e+02 -2.463279347480215620e+03 3.056738660290438947e-01 2760 25102 13059 32885
-4.347969810626158278e+02 -2.463042649663953853e+03 8.084143384316975212e-01 2705 24173 15498 31390
-4.356396261768914542e+02 -2.462837501798104768e+03 7.867163669298440354e-01 2982 26844 17246 36605
-4.364993489725320046e+02 -2.462608578135620519e+03 5.001072802903947512e-01 3300 30116 18155 41681
-4.373998420709592665e+02 -2.462362814769861870e+03 1.847665512918190422e-01 3665 33778 14760 46175
-4.384808429466474422e+02 -2.462067672126419893e+03 5.192423021063223842e-01 3579 31840 17096 40803
-4.394054845117038894e+02 -2.461832910809274836e+03 5.130347601786124923e-01 3612 32795 21396 44132
-4.402355872627504141e+02 -2.461622091231015474e+03 8.958558864959507151e-01 4012 36529 14185 52168
-4.414128257668089077e+02 -2.461262517844881586e+03 7.003093882015587468e-02 3070 26933 9216 35319
-4.425793274017356111e+02 -2.460858813263957927e+03 2.644573327903558813e-01 2404 21592 8774 25070
-4.436010784288205286e+02 -2.460555993849550305e+03 7.193524556251552626e-01 2115 18941 10789 21925
-4.444715918495736560e+02 -2.460341869473503266e+03 1.230360411746991289e-01 2410 21371 12336 26326
-4.453543730859582297e+02 -2.460112932761550837e+03 3.002309376201290902e-01 2499 22850 14368 29467
-4.462085666857063302e+02 -2.459920960766910866e+03 5.125584446460322852e-01 2746 24768 14575 33375
-4.471168398997741065e+02 -2.459700869336000778e+03 7.383829360159146482e-01 2685 24197 18284 32989
-4.478867948966455970e+02 -2.459524385325240473e+03 4.636632258962798403e-01 3230 29290 20613 41799
-4.487096082950292271e+02 -2.459317697713574489e+03 5.109906358107493274e-01 3708 33399 20764 48311
-4.496127286696641931e+02 -2.459063476023130534e+03 9.594762675178314382e-01 4198 36155 22626 51152
-4.504948909253488409e+02 -2.458839003761168897e+03 6.693646974729767773e-01 4341 38988 27563 55870
-4.512978614500555636e+02 -2.458619880758585168e+03 3.711273814537199289e-01 5560 48453 26777 4678
-4.522729051050537237e+02 -2.458321740101023352e+03 1.039444542178116632e-01 5590 50964 28423 6413
-4.532228819085949567e+02 -2.458022045396838621e+03 9.420261822606205981e-02 6201 55381 25367 12507
-4.543093919985092839e+02 -2.457649950173738034e+03 3.203457701273010327e-01 5808 51579 19768 5604
-4.554949652286891819e+02 -2.457221488219633102e+03 9.595993518105168374e-02 5856 49346 14545 63336
-4.567834773569942968e+02 -2.456680729923915351e+03 4.988943853690236407e-01 4110 35659 20233 44522
-4.576545614044380841e+02 -2.456296427247641077e+03 3.458948717147691809e-01 4645 39232 18610 53732
-4.586921011984810548e+02 -2.455800434483624031e+03 1.900204131535597196e-01 4403 39099 21185 51980
-4.596271889462947797e+02 -2.455442667420981252e+03 5.605435470609647641e-01 4617 40199 21124 55625
-4.606068128883004533e+02 -2.455101930691756024e+03 8.541306990054549075e-01 4644 40929 22635 56306
-4.615491167697853712e+02 -2.454750863641786964e+03 9.247153459729189340e-01 4808 41995 24984 58879
-4.624539627711972116e+02 -2.454467715129173484e+03 8.255047575792759940e-01 5344 46189 35000 65419
-4.631867861011709238e+02 -2.454249311763823243e+03 9.688546783210729707e-01 6323 55535 40043 19281
-4.639991585553115101e+02 -2.453970281595888082e+03 5.856431895417113509e-02 7593 65282 27548 34052
-4.652077635770629058e+02 -2.453510206895964529e+03 1.734832874795628754e-01 6568 57055 25166 13293
-4.663068626156566552e+02 -2.453110246375842962e+03 4.568502981028774168e-01 5987 51970 34548 5859
-4.671091863685353474e+02 -2.452796809424678486e+03 2.085525326336217233e-01 7140 61453 29685 24687
-4.681906358478604488e+02 -2.452363051378757518e+03 3.835832345374308172e-01 6882 60602 29860 18973
-4.692198279568758039e+02 -2.451940540973263523e+03 4.194411062223597497e-01 6957 60251 33658 18801
-4.701599544521764642e+02 -2.451588439583701074e+03 3.682722894113216183e-01 6977 60752 31168 23177
-4.711936705500636435e+02 -2.451222714792870192e+03 8.350196128418936325e-01 6907 60592 28360 20463
-4.722724316096330313e+02 -2.450817371665176779e+03 4.399951644731532330e-01 7047 62331 27947 19382
-4.733523401167562952e+02 -2.450430147125935036e+03 8.121986378035879195e-01 6664 59015 32204 15659
-4.742976270349563492e+02 -2.450083248352893861e+03 4.856799868368444351e-02 7547 64932 21191 25815
-4.756184293492808024e+02 -2.449581421842997770e+03 1.747395886619207417e-03 6110 53179 20822 3134
-4.767466581872596407e+02 -2.449148667559890782e+03 8.893877578312192611e-01 5950 50616 27695 118
-4.776522716248617826e+02 -2.448771426958121083e+03 4.177012087924807104e-02 6462 54873 22032 11315
-4.788223117110273392e+02 -2.448220448998903066e+03 8.003526390592075046e-02 5787 48038 18451 64305
-4.799819029457698321e+02 -2.447689684947938531e+03 7.982761210049260647e-02 5292 45715 23347 58408
-4.809272670318291034e+02 -2.447329877853092512e+03 3.741385481312629047e-01 5476 47016 22534 64628
-4.819629532896375395e+02 -2.446879463142185159e+03 2.356098340372528299e-01 5344 46821 26472 63610
-4.828789216060262675e+02 -2.446501263032743282e+03 3.230501416646038848e-01 5915 50790 28034 5950
-4.838341768710579913e+02 -2.446098084348393968e+03 5.976560134389654610e-01 6245 54119 34442 10822
-4.846858505759352624e+02 -2.445795118778685719e+03 5.805775582663663670e-01 6940 58924 31733 22050
-4.856970427886448078e+02 -2.445373497795983440e+03 4.697980060967965055e-01 6813 58688 20476 19102
-4.869837328798564613e+02 -2.444782908173075612e+03 6.109067819718982939e-01 5554 47996 19503 62773
-4.880928535916590931e+02 -2.444292418316594194e+03 3.451420934493144577e-01 5012 43646 16379 57432
-4.892494605415796514e+02 -2.443727505372558880e+03 6.675518402864571987e-01 4503 38206 18129 48809
-4.902436249916540305e+02 -2.443327662275473813e+03 9.645874156630930285e-01 4335 38325 17158 50673
-4.912938695990838482e+02 -2.442917668278973451e+03 3.508961994838124543e-01 4539 39264 15189 50628
-4.924144074222932090e+02 -2.442524478698511757e+03 7.072718965298966376e-01 3870 34884 12703 44310
-4.935522854508247406e+02 -2.442162168480203945e+03 6.613761613861823818e-02 3350 28757 15032 35777
-4.944795606492667730e+02 -2.441842278957201415e+03 4.293516724507497884e-01 3227 28788 13551 38070
-4.954974339875069518e+02 -2.441545915253159819e+03 4.482055897679940171e-02 2785 25337 12156 33147
-4.964990342744202394e+02 -2.441265850061251513e+03 8.721446727160661050e-01 2693 23733 11036 30132
-4.975011909810091879e+02 -2.441016487667212459e+03 1.487592306004312803e-01 2561 22900 13304 28084
-4.983742674985460894e+02 -2.440789119686655340e+03 7.493413426194789340e-01 2749 24691 12234 32261
-4.993588205257088362e+02 -2.440506545622239173e+03 3.278786651552501041e-01 2579 22554 11302 28994
-5.003307116333430145e+02 -2.440179389969758631e+03 4.348244833993870628e-01 2295 20519 12243 26071
-5.012129702068995698e+02 -2.439929757338252784e+03 3.081606955672882009e-01 2381 21565 15237 28121
-5.020120086988353023e+02 -2.439681372493890649e+03 5.221155630397988912e-01 2894 26187 13061 35668
-5.030144566478650745e+02 -2.439339355267650717e+03 5.326125476211676091e-01 2589 24103 13514 31372
-5.039327541985144876e+02 -2.439088891100689580e+03 9.242570192867464174e-01 2805 25279 14650 33037
-5.048329559786940877e+02 -2.438839570483986336e+03 4.102611711228228430e-01 2944 26487 15809 35372
-5.057254813056835587e+02 -2.438580406385998685e+03 6.647970744298562495e-01 3291 29234 17694 39225
-5.066074924809014419e+02 -2.438328724603084083e+03 7.553820656034223591e-01 3552 31710 19889 43647
-5.074778724746736316e+02 -2.438080437225624337e+03 7.695015690693096655e-01 4055 34965 19567 49154
-5.084291315892329521e+02 -2.437774322834447048e+03 3.233519488346348614e-01 4152 36715 26541 50539
-5.091956554782503872e+02 -2.437571229502527785e+03 4.128367664685965721e-01 4932 43626 27988 64368
-5.100805381046668003e+02 -2.437338314782968610e+03 4.551144845880714662e-01 5218 46076 19847 2787
-5.112358030573309406e+02 -2.437000977230361059e+03 9.002727470886366934e-01 4693 42699 20421 56787
-5.122503522403122815e+02 -2.436721587115100192e+03 3.756157587445975166e-01 4404 40273 22443 54918
-5.131823631949881701e+02 -2.436476722206918566e+03 3.540549946044936336e-01 4683 41110 25480 57854
-5.140623640603671447e+02 -2.436239421636110819e+03 3.202362575850042914e-02 4765 43099 25286 62762
-5.150010070371331494e+02 -2.436014171448412526e+03 3.999471766146991403e-01 4755 43518 17671 62994
-5.161731067507289481e+02 -2.435684557907477938e+03 1.998296700098312062e-02 4293 38473 17813 50346
-5.171968747583782715e+02 -2.435423895547248776e+03 5.843436497848303324e-01 4191 37434 16987 49469
-5.182383380409771689e+02 -2.435134830900057295e+03 3.014379707660697627e-01 3690 33896 19078 45062
-5.191534075009923299e+02 -2.434865623647505345e+03 2.555778432090735630e-01 4217 37277 17364 50615
-5.201958175609627233e+02 -2.434581227707973994e+03 4.960257254249951231e-01 3881 35672 18453 47243
-5.211594923619803694e+02 -2.434332870294129862e+03 6.196223019028268553e-01 3978 35951 18930 48702
-5.221257679522283297e+02 -2.434097293639826603e+03 5.912222334379740873e-01 4097 37980 23351 51146
-5.229869162591817258e+02 -2.433926624182273372e+03 3.775592421362365947e-01 4641 42179 26732 59729
-5.238544777218439776e+02 -2.433734367096724782e+03 2.512399717519144815e-01 4932 45428 22668 775
-5.249035843451376877e+02 -2.433459191514604754e+03 6.247545393282564197e-01 5149 46511 28840 63386
-5.257569082908296423e+02 -2.433283707204756865e+03 4.114676839438896616e-01 5770 52445 29885 10022
-5.267052888710363732e+02 -2.433056863287984015e+03 8.291578453496519785e-01 5717 52486 25385 11040
-5.277778452114000629e+02 -2.432817573681674276e+03 5.329476147538242392e-01 5511 50749 24383 4848
-5.288189112386679653e+02 -2.432576580357396779e+03 2.600224164445528174e-01 5301 48112 27510 1236
-5.297406673202732463e+02 -2.432367125093745926e+03 8.201162565028764506e-01 5649 51521 24246 7766
-5.308137491001842818e+02 -2.432119558115760810e+03 1.369859551755839289e-01 5079 49153 24397 2125
-5.318273692106821500e+02 -2.431908862710881749e+03 6.581190310613602712e-01 5063 46270 14641 64868
-5.331282255444425573e+02 -2.431602384007026103e+03 8.569351313053461539e-01 3659 33891 14662 42772
-5.341682188481462390e+02 -2.431364758344087022e+03 5.144337268952547948e-02 3647 33089 18072 41985
-5.350756407789226614e+02 -2.431166320896521029e+03 1.622833526256967085e-01 3970 35780 25148 48129
-5.358495663768756003e+02 -2.431001822864042424e+03 9.894696996446699089e-01 5041 45242 29592 64631
-5.366974996198974850e+02 -2.430778174403028970e+03 7.757217999847292322e-01 5712 50311 35972 8630
-5.374959971556210121e+02 -2.430586211544490652e+03 8.775719130317218841e-01 7206 64376 51244 29134
-5.381934120736710838e+02 -2.430414804954249121e+03 9.133550383701024566e-01 9048 15978 575 61501
-5.389067468646109091e+02 -2.430234757718202673e+03 1.214449041027959586e-01 11353 34855 17452 29622
-5.396160063938731355e+02 -2.430031109800696413e+03 7.912180827450521203e-01 13927 57944 44754 4151
-5.410321445402495328e+02 -2.429585077677761547e+03 3.164224057260143774e-01 12194 43170 43822 16618
-5.422056984553751136e+02 -2.429226935992443941e+03 5.931135497603250428e-01 11524 33983 25752 6556
-5.437158035741539379e+02 -2.428697331176671469e+03 8.653122133361264012e-01 8346 6880 23375 26908
-5.449810382588677840e+02 -2.428213373103820231e+03 9.150810691889691428e-01 6980 59430 18592 11516
-5.462607186685972920e+02 -2.427680602207607080e+03 2.708617198867153686e-01 4997 43311 15717 56104
-5.474262174004805956e+02 -2.427168380143846662e+03 2.028886902001580950e-01 4627 39693 15667 49652
-5.485171537949811409e+02 -2.426706683800600786e+03 9.829230132542510212e-01 4315 37140 24574 47074
-5.492934913414941320e+02 -2.426398756282193972e+03 7.310527024763819881e-01 5148 44597 27750 63416
-5.501744317770103407e+02 -2.426038552117118797e+03 4.879799853826615186e-01 5613 48981 28623 5426
-5.511098526121783152e+02 -2.425615092699828892e+03 8.232316031482047602e-01 6299 52401 22833 9679
-5.522411811616452724e+02 -2.425089340285617254e+03 8.666346994491780364e-01 6168 52778 27511 4287
-5.531934486493851182e+02 -2.424714902507247643e+03 3.428432202623403480e-02 6526 56362 18532 12611
-5.544851417208317343e+02 -2.424154348653752095e+03 4.484798241555071896e-01 5320 45793 19465 58547
