# level_assignment log_likelihood tiebreaker ID
269 -2.584222601204753119e+03 9.946175100821406101e-01 2
267 -2.588400978697996379e+03 6.982941185710629384e-01 4
253 -2.617115508739869256e+03 8.475496855734192536e-01 3
241 -2.648425596941591721e+03 8.678597467785960085e-01 0
243 -2.648164188560818729e+03 8.065762002307491629e-01 0
241 -2.652488034535412226e+03 7.504081311608726823e-01 0
243 -2.646306801390257533e+03 7.917962142398501380e-01 0
244 -2.644997833215585615e+03 8.912999335002851353e-01 0
280 -2.563344944277276682e+03 5.752742286984621201e-01 1
240 -2.656796181968066776e+03 9.667823757291919839e-02 0
255 -2.612206876354171072e+03 7.136399824172325879e-01 3
257 -2.610438546443546329e+03 1.138851289101569519e-01 3
239 -2.659963112853290113e+03 4.322142889324084164e-02 0
236 -2.668413658957828375e+03 6.594925259186987243e-02 0
270 -2.580722841032627912e+03 2.390340212796073227e-01 4
276 -2.571143489210579901e+03 3.571322364441628094e-01 2
278 -2.567480229841990877e+03 3.544924626300190451e-01 1
237 -2.665902246047734479e+03 4.761078537326633442e-01 0
279 -2.563828131843335086e+03 8.683973964510915966e-01 1
267 -2.585084149193005942e+03 5.211473745474114461e-01 4
279 -2.565926488462938778e+03 6.033808767127197825e-01 2
249 -2.629842634157987959e+03 7.249533445206893800e-01 3
238 -2.663076935245290315e+03 7.740113083700613794e-01 0
239 -2.660334091943534077e+03 2.316468548511316783e-01 0
239 -2.660601875014830966e+03 9.850444541510263718e-01 0
278 -2.564166089075219134e+03 1.915345251742044397e-01 1
271 -2.579734245517649924e+03 4.109357892710417959e-01 4
279 -2.564829204216850485e+03 5.809636485815224960e-01 1
253 -2.620701749132747409e+03 4.731432026198664764e-01 3
279 -2.564263601523746729e+03 9.554799270709588566e-01 1
270 -2.576182208764204461e+03 2.979285833319096355e-01 4
250 -2.628530499656996653e+03 2.657205806582529917e-02 3
272 -2.577107512276503257e+03 9.313659555909801213e-01 4
250 -2.628190758605969222e+03 5.319241374012833035e-01 3
273 -2.575783673276592708e+03 9.612876545477382351e-01 4
272 -2.577511172134868048e+03 9.127071230665352308e-01 4
280 -2.563939311156348595e+03 4.139053534437929227e-01 1
267 -2.584878410706608975e+03 5.427137002177272185e-02 4
278 -2.562927145503312204e+03 9.376943637467571868e-01 1
252 -2.623784292751312023e+03 7.836282511930370287e-01 3
233 -2.673059429901142266e+03 7.691631116098254228e-01 0
277 -2.568463732490499751e+03 9.836522225476108661e-01 1
280 -2.563472987043217472e+03 8.948614313078917526e-02 2
279 -2.566012253788404450e+03 7.655421693329864663e-01 2
280 -2.562683093265817661e+03 5.447412708894817657e-01 1
278 -2.567227802926425284e+03 5.463273473123363422e-01 1
243 -2.645879491173333918e+03 8.449707903515326635e-01 0
253 -2.619755298345521624e+03 5.955340355080021575e-02 3
271 -2.576092151103139258e+03 9.241919982976463110e-01 4
279 -2.566112578977749763e+03 1.431783404044780772e-01 1
271 -2.579975117861582021e+03 3.156958276290686150e-01 4
242 -2.649941743535800470e+03 8.138910410264699191e-01 0
274 -2.574517610889877687e+03 5.144175177332753757e-01 4
276 -2.570065362576623556e+03 2.477913336716282278e-01 2
278 -2.564320452803976423e+03 4.906839149442694392e-01 1
274 -2.572630614684035663e+03 7.385810992801514763e-01 2
255 -2.615559565145899796e+03 8.995493025849564672e-01 3
237 -2.664870604291374548e+03 4.407557943388216160e-01 0
254 -2.615683642994537422e+03 6.631063807158037449e-01 3
241 -2.653156635753077353e+03 5.419341837247060312e-02 0
275 -2.572291502661066716e+03 7.247684297945045095e-01 2
278 -2.562395578491144988e+03 2.591545498836848038e-01 1
276 -2.570222230986967134e+03 2.306841757107791144e-02 4
277 -2.569367853385338094e+03 5.615007416585533484e-01 2
253 -2.619178439218720087e+03 7.983000301344541638e-01 3
276 -2.571262137967833496e+03 2.255355658544004882e-01 2
239 -2.653315347984466825e+03 4.688047842505638219e-01 0
255 -2.617255636964546284e+03 6.439831702364139376e-01 3
278 -2.565097327630617656e+03 7.869630618935894439e-01 2
279 -2.566256472477298303e+03 4.175558852442782243e-01 1
271 -2.579853589495710366e+03 9.669077349920714159e-02 4
270 -2.579880184506493606e+03 7.540432612742318241e-01 4
281 -2.558857927864372868e+03 6.543838194027564725e-01 1
241 -2.653698586682816767e+03 2.247791965148682181e-03 0
271 -2.579223992471292149e+03 5.113090207206512083e-01 4
239 -2.656448042911964876e+03 9.799262993641907338e-01 0
238 -2.659390702115917520e+03 3.480815028771898079e-01 0
275 -2.571516935478080995e+03 6.011273389066882356e-01 2
270 -2.578776438886477990e+03 2.275132097086784710e-01 4
242 -2.651872428049564405e+03 6.532361157746089386e-01 0
268 -2.577544334003278891e+03 7.616841907425583313e-01 4
276 -2.569457112758310814e+03 8.112496359792586986e-02 2
256 -2.611427760557173315e+03 7.888027367014139868e-01 3
276 -2.566902059793731951e+03 9.151309870783912448e-01 2
238 -2.660897273379905528e+03 1.622932878099620779e-01 0
255 -2.616602706825533460e+03 5.500079824705981224e-01 3
281 -2.561720982355621800e+03 1.967452576830486244e-02 2
281 -2.561454858803846946e+03 3.896502203417982479e-01 2
281 -2.562579783759425482e+03 9.305730143665167375e-01 2
275 -2.570793685393520718e+03 3.449490896618794267e-01 4
242 -2.650563213476981218e+03 8.767357828684586574e-01 0
241 -2.652892532304064844e+03 7.482257038289730211e-02 0
272 -2.574893340363632433e+03 7.180984095640129405e-01 4
276 -2.570429618825077341e+03 9.807301760568001292e-01 2
276 -2.570227650806128622e+03 7.011804056550529074e-01 4
271 -2.576172348534893899e+03 9.217878634495170198e-01 2
277 -2.569178223039956720e+03 9.193229496076306129e-01 4
276 -2.570760349283828418e+03 6.513604050045156413e-01 2
276 -2.571021586635922176e+03 3.065272717176602546e-01 2
282 -2.559641799057110802e+03 3.226248407585374789e-02 1
282 -2.556081030084353188e+03 5.017308351222236062e-01 1
257 -2.611300495386244620e+03 3.492384887614186084e-01 3
273 -2.574920700310567554e+03 7.952882548981760058e-01 2
281 -2.562243338528908680e+03 7.964306635365694387e-01 1
257 -2.609466009097414826e+03 6.145540815567471782e-01 3
270 -2.578064257805051056e+03 2.767528653931264904e-01 4
282 -2.560763314343907950e+03 4.342033932342343472e-01 1
238 -2.662276302391674562e+03 1.616448775385693759e-01 0
276 -2.566786282786492848e+03 7.552541362652900325e-01 1
274 -2.574371044206194256e+03 5.726513402037076705e-01 2
281 -2.562304408599150975e+03 5.314270913617548109e-01 1
282 -2.560287236123707771e+03 7.858470988146493141e-01 1
258 -2.607664808407894270e+03 5.789201724686847683e-01 3
276 -2.571010803420736920e+03 2.328524302531325904e-02 2
279 -2.564816908889749811e+03 1.057530561381318512e-01 1
257 -2.610589896381805829e+03 4.983251283783838442e-02 3
241 -2.652269136626181535e+03 6.222523876515252406e-01 0
281 -2.559517800708910272e+03 6.644897836947060155e-01 1
243 -2.648159640431335902e+03 4.421271323184124968e-01 0
277 -2.569090121590343642e+03 9.019764775761547337e-01 4
278 -2.567594574494478366e+03 2.895573946214979877e-01 4
242 -2.649215819275689228e+03 9.334265399572085897e-01 0
255 -2.615848648552082977e+03 6.742227672494636170e-01 3
277 -2.569541874802792336e+03 2.665911763046139304e-01 4
255 -2.617373721798772749e+03 9.169666359759927055e-01 3
281 -2.562629564527023831e+03 9.465699625090474578e-01 2
257 -2.612083828283364255e+03 8.105570116350528931e-01 3
261 -2.593444226475354299e+03 4.580859855115084756e-01 1
281 -2.561756706298819154e+03 9.161114921645374665e-02 2
237 -2.654934802208083966e+03 3.972968192107169394e-02 0
280 -2.563414092373881886e+03 9.046049064077195112e-01 2
273 -2.570561024279171306e+03 8.889162764206162137e-01 1
278 -2.566565895685309442e+03 4.527173438817121420e-01 4
277 -2.568501235286689280e+03 7.292304474331515740e-01 2
277 -2.569408544368645835e+03 9.761059977781076924e-01 1
273 -2.574218821414501690e+03 3.546133282178591806e-01 1
243 -2.648722122831711204e+03 8.632045728851935884e-01 0
277 -2.569476780547936869e+03 2.731011172290980227e-01 1
255 -2.615431580996429147e+03 7.016493633031727351e-01 3
279 -2.565512157446918536e+03 5.978498885156726672e-01 1
281 -2.561648965977702119e+03 8.706324866333143842e-01 1
281 -2.562669931795707726e+03 3.861035583623961820e-01 1
281 -2.561913812037752905e+03 8.191047002225945173e-01 1
238 -2.655466922242708733e+03 3.817756260306741645e-01 0
243 -2.648683447759389310e+03 3.600886107164197880e-01 0
272 -2.578655196912986867e+03 8.795190190640495009e-01 4
273 -2.576158128613508779e+03 7.597249450619212308e-01 4
272 -2.578454199312987384e+03 1.925191713496907653e-01 4
281 -2.560603936949190029e+03 1.506127651106059784e-01 1
260 -2.606577091304964597e+03 1.189762257023563585e-01 3
243 -2.645752869923587241e+03 1.627562996463284284e-01 0
277 -2.568436752301440265e+03 8.631819759541972115e-01 4
278 -2.566830534596161669e+03 8.702139340326647821e-01 1
275 -2.568272914318052699e+03 7.164014808629932674e-01 2
261 -2.602167501349820668e+03 2.793065031764321304e-01 3
261 -2.604653572800146321e+03 2.551969047068115004e-01 3
278 -2.565617444110822362e+03 8.602194551389401589e-01 4
280 -2.562873395943851392e+03 2.624691839900545887e-01 1
281 -2.560674592304983435e+03 3.315253437770378231e-02 0
275 -2.572992745238220778e+03 2.758788967460872321e-01 4
259 -2.602260064660741591e+03 9.778922195731638567e-01 3
282 -2.559610379675303193e+03 9.082590091585527325e-01 0
277 -2.569407319449697297e+03 7.972453318975203373e-01 2
276 -2.569933378668285968e+03 9.997855478807378404e-02 4
281 -2.562057640193235329e+03 9.318323650783666423e-01 0
279 -2.565890614969766830e+03 8.166359053895143605e-01 2
279 -2.565692361468314630e+03 2.146230415426949867e-01 2
274 -2.574937987555616928e+03 4.235025319290890988e-01 4
278 -2.567410863291585883e+03 8.091661997620489544e-01 2
258 -2.607348091594329617e+03 1.050382537066398281e-01 3
278 -2.564210485974408584e+03 8.484151840357316843e-01 2
282 -2.560658459313808180e+03 5.882276222620300699e-01 1
273 -2.576782745902959050e+03 6.776998679447778784e-01 4
256 -2.614265270280699497e+03 6.376177257947099886e-01 3
256 -2.614817392992642453e+03 3.894442538239175078e-01 3
253 -2.616339988852417719e+03 1.173274131034465206e-01 3
276 -2.565667627104844541e+03 6.055163614885687023e-02 1
272 -2.578264357341482537e+03 5.570196204216211200e-01 4
279 -2.562147792131465394e+03 1.033049275060798355e-01 0
277 -2.569232721250926716e+03 9.795920913542784936e-01 2
282 -2.560520787613922948e+03 6.258225910498241285e-02 1
281 -2.561025542859385496e+03 7.633486635757935623e-02 0
257 -2.611499756711267310e+03 9.334051677842130079e-01 3
281 -2.562113289758686278e+03 3.838904282529753687e-02 0
282 -2.560323188614575884e+03 6.110559542223582552e-01 0
278 -2.566551554693153776e+03 8.400073074419995844e-01 1
276 -2.566695300423839399e+03 9.646994697266972896e-01 2
277 -2.564534991036906831e+03 6.862217880066419085e-01 2
283 -2.558785294210117172e+03 3.525728707621533786e-01 0
278 -2.564821500569566979e+03 2.087514915166206464e-01 2
282 -2.557017873408377909e+03 5.270158285807369225e-01 0
280 -2.561880779578511920e+03 9.854044622740241177e-01 2
272 -2.578196588905621866e+03 4.293847374307691034e-01 4
255 -2.615466072794441970e+03 8.164937280737981640e-01 3
254 -2.614695142830633358e+03 6.123355130446008765e-01 3
283 -2.554348246397650655e+03 5.998803622560018312e-01 0
283 -2.559120265161443058e+03 7.222391573449944424e-01 2
251 -2.619579461998785519e+03 2.668474935212268306e-01 3
255 -2.616389360501239935e+03 4.496365002234514741e-02 3
271 -2.579703121950260538e+03 7.270047514924778964e-01 4
284 -2.557349004372105810e+03 6.565424691451440253e-01 0
281 -2.560271615941406708e+03 8.677836482157251785e-01 1
278 -2.562361981755885608e+03 5.917445068441864464e-01 1
283 -2.558551567529344084e+03 1.495643387159381610e-01 2
284 -2.556076212110944653e+03 4.674806304786870426e-01 0
280 -2.563893977674884354e+03 2.000689966518843232e-01 2
280 -2.563642630426235883e+03 9.156156484255699723e-01 1
281 -2.559393318577673199e+03 2.717499450373281888e-01 2
258 -2.606970451571140984e+03 9.620193102089699133e-01 3
279 -2.562683065119777893e+03 1.730390161167179031e-01 1
283 -2.559114888908788998e+03 7.996620069610349546e-02 0
282 -2.559985688378408668e+03 7.820827688806890610e-01 0
282 -2.560904109863156009e+03 9.107097127136531967e-01 1
281 -2.560398043966374189e+03 9.837649600546707340e-01 2
280 -2.556396163544850879e+03 1.434416645466957962e-01 0
258 -2.609439798410081039e+03 9.140995850577201542e-01 3
257 -2.611369411637485427e+03 6.172340876936477372e-01 3
282 -2.558614306397530072e+03 6.840691709508792684e-01 0
262 -2.599836675138321880e+03 5.694150407556893834e-01 4
284 -2.558072376525677100e+03 2.355234863148812086e-01 1
262 -2.600262614541013590e+03 2.780877160543626658e-01 4
279 -2.560959996658617456e+03 8.525058306793035223e-01 2
283 -2.553872241703310465e+03 7.839008001346918775e-01 1
260 -2.603182852056941556e+03 1.439667033859972634e-01 3
284 -2.555291544634414549e+03 3.635456088847267009e-01 1
285 -2.554277164334793270e+03 4.529032555919620950e-01 1
257 -2.611767506566717202e+03 3.376698365607214702e-01 3
280 -2.563473126005939775e+03 7.479038382700765597e-01 0
256 -2.614235447000842214e+03 7.090248419516920197e-01 3
284 -2.556356013352966329e+03 9.410141802589492288e-01 0
285 -2.555324875995378534e+03 6.119831757826597052e-01 0
269 -2.584179028895640840e+03 5.634150240671482734e-01 4
282 -2.560240688938632047e+03 2.374319627353393969e-01 2
269 -2.584634125060183123e+03 2.657349226918226393e-01 4
284 -2.555755396886139351e+03 1.760356552301629574e-01 1
281 -2.562071021194421519e+03 1.011419696746251873e-02 2
254 -2.616745854995373975e+03 8.108257395709047577e-01 3
282 -2.560582979909633650e+03 8.342022993912875939e-02 1
280 -2.563594955884790579e+03 3.301087689187960361e-01 1
281 -2.562379548985752081e+03 3.055384763877335708e-01 1
282 -2.560355534847307808e+03 4.095758577029289249e-01 1
275 -2.571308983905901641e+03 9.617509641772946649e-01 0
280 -2.559125996961174678e+03 4.087611194520794911e-01 2
282 -2.559921669807574744e+03 7.556867010425102338e-01 1
282 -2.560518903955393398e+03 4.841512428903178011e-01 0
284 -2.556827282751381063e+03 1.484157741872813574e-01 2
284 -2.558035301415305184e+03 9.458929179726518477e-01 2
279 -2.566115406051743321e+03 6.058585051232047158e-01 0
260 -2.606600152967149370e+03 6.767180106722701094e-01 3
283 -2.557660294170621910e+03 4.694800432237684618e-01 2
259 -2.606744449728480504e+03 3.350806763999465976e-01 3
282 -2.560460805922243253e+03 3.616711926162069490e-01 1
282 -2.561008694789479705e+03 4.080955655774038959e-01 2
281 -2.559217146050159499e+03 9.350382898364842932e-01 1
283 -2.557901684284141538e+03 6.054306332862857687e-01 0
281 -2.560289788481794858e+03 7.945233888327575267e-01 1
283 -2.558276887513366546e+03 4.262812604077719225e-01 2
283 -2.557402301577274557e+03 5.844620683272961914e-01 0
284 -2.557778984453271278e+03 2.053466454213774550e-01 0
284 -2.557826359298021998e+03 1.232012703352780569e-02 2
261 -2.604038261676480033e+03 2.377410630391245672e-01 3
285 -2.554836114355131031e+03 9.156301365150198990e-01 1
276 -2.569949148724067527e+03 4.447508591255566190e-01 4
252 -2.604439065279720580e+03 4.957194641964690618e-01 3
284 -2.557770353489705485e+03 1.514107157559752004e-02 0
276 -2.568033886961231474e+03 6.304245836053943286e-01 4
281 -2.562144508290573413e+03 4.722741008659783052e-02 2
281 -2.562639628591342444e+03 3.146597505453208043e-01 2
276 -2.570042639995613627e+03 7.728609781296421621e-01 4
282 -2.560712997606738099e+03 6.529676668743684687e-01 1
282 -2.561025127533395334e+03 3.099446967151089916e-01 0
254 -2.613443860697204855e+03 4.675043384306014072e-01 3
283 -2.558986783010076579e+03 9.459138652544467618e-01 0
253 -2.620293674751073922e+03 5.054735930719245207e-01 3
255 -2.615475296935353981e+03 1.370548778722892325e-01 3
284 -2.552863304214303298e+03 4.312052802696810794e-01 1
275 -2.571509801169009734e+03 2.951885767842958863e-01 4
285 -2.554869092243984596e+03 7.364475345422403230e-01 1
260 -2.606843444958492910e+03 9.478066574328014582e-02 3
286 -2.554191260732134651e+03 2.592468576482254150e-02 1
257 -2.607126397470596658e+03 3.166326346194329178e-01 3
277 -2.568673606140866468e+03 5.812299107076662058e-02 2
286 -2.552289937517265571e+03 3.187914245110228251e-01 1
280 -2.560541379978117675e+03 9.166803697451398891e-01 2
286 -2.552751067272148703e+03 5.947994948889042677e-01 1
253 -2.621195126297919160e+03 8.272943952057884021e-01 3
271 -2.580071681062437165e+03 5.337275610313301222e-01 4
285 -2.555371099118513939e+03 1.558674181138919035e-01 0
250 -2.621193908919573914e+03 4.590551455767597488e-01 3
244 -2.620886367001504368e+03 7.342507202392711818e-01 3
282 -2.559688332972044009e+03 5.276120173178921319e-02 1
283 -2.558886889268724190e+03 8.633831767641506616e-01 2
281 -2.558352711926963366e+03 8.158663461623943958e-02 2
250 -2.623245641798343968e+03 9.726269837847993927e-01 3
284 -2.556558620931928999e+03 3.167785076302180869e-01 2
282 -2.561071302447064227e+03 3.440058526675261463e-01 0
281 -2.561584424957371084e+03 1.952578295515156881e-01 0
285 -2.556065676368941240e+03 6.825280867565517440e-01 1
285 -2.554202197547498145e+03 8.607312171128234102e-01 2
285 -2.551845011822073502e+03 2.821389044379968292e-01 2
283 -2.558368651002769639e+03 6.871196362899318899e-01 0
281 -2.560959802537523501e+03 6.209502832009423656e-01 1
273 -2.576010541317041771e+03 6.871682905376759187e-01 4
250 -2.623972129882870831e+03 7.124493785055866502e-01 3
282 -2.559848750925931199e+03 9.178373853997920939e-01 1
285 -2.555385666831005437e+03 2.469210296395357995e-01 2
282 -2.559186777696588251e+03 6.127099685156203179e-01 0
279 -2.562451864551109338e+03 4.476204278347195586e-01 1
252 -2.617529094215497935e+03 8.776196580714730189e-01 3
278 -2.565444112134248826e+03 5.236465404097909726e-01 0
277 -2.569459614007349046e+03 5.362739094668346196e-01 4
285 -2.555948717615980968e+03 9.773107670891840737e-01 2
254 -2.619257538638869846e+03 3.974821680939343710e-02 3
279 -2.565206687340680219e+03 9.607661970948558894e-01 1
277 -2.568241567612893505e+03 9.700417778219350140e-02 1
272 -2.574523206264605506e+03 5.741828434118332325e-01 4
275 -2.571821679893178043e+03 2.800797224201370117e-01 4
285 -2.555870776089249830e+03 2.187340987349220001e-01 2
285 -2.552517873919635804e+03 2.156688677405239063e-01 2
286 -2.554111294264912431e+03 2.275575990834077800e-01 2
285 -2.552558831700347127e+03 8.700808178181587138e-01 2
285 -2.556084565525463404e+03 8.509197264115483383e-01 0
284 -2.556077406908394551e+03 2.921318188545712902e-01 0
270 -2.576110440689147254e+03 6.993746265668576712e-02 4
286 -2.552520305484367782e+03 2.498330952933408011e-01 2
253 -2.618993176523989860e+03 5.092132726859750491e-01 3
272 -2.576621718869189863e+03 2.673476110380335058e-01 4
285 -2.555095111275368708e+03 6.726464986815886560e-01 0
270 -2.579812484935979228e+03 4.694664521717462069e-01 4
256 -2.611669184063264311e+03 7.752950151813908786e-01 3
286 -2.554217278589328089e+03 6.308201677085631398e-02 1
273 -2.576820861604980564e+03 2.740185588988949816e-01 4
286 -2.550375095171634712e+03 8.142847794762072544e-01 1
286 -2.551414804738589737e+03 3.444387443412640359e-01 1
282 -2.559918622527985463e+03 1.913847566335553918e-01 0
281 -2.561895696297843642e+03 6.645984875233784672e-01 0
283 -2.551614376538247598e+03 9.403854349625880849e-01 1
280 -2.563449200678534453e+03 1.313005290891988697e-01 0
283 -2.559254303086531763e+03 6.533456034254003786e-02 0
286 -2.553185482260203116e+03 7.221014516735393407e-01 1
283 -2.557546082732287232e+03 5.368834481542036352e-01 0
287 -2.550214760690135336e+03 5.734069632728155952e-01 1
269 -2.584492432042573000e+03 8.184161856689067260e-01 4
287 -2.552911244385985356e+03 9.808359985033003881e-01 2
254 -2.619193932883596062e+03 2.148269931513070163e-01 3
254 -2.617573392819442688e+03 9.415759520986348718e-01 3
254 -2.617087767341938616e+03 4.677419495209984568e-01 3
283 -2.558906405330800226e+03 9.930242463686681509e-01 0
283 -2.556042101289745915e+03 6.454131508451684818e-01 1
283 -2.559205944944453222e+03 9.605429118111388220e-01 0
250 -2.623865906646277836e+03 8.302132899069381011e-01 3
252 -2.623434886153343086e+03 8.613166690478495369e-01 3
277 -2.569159291570570076e+03 3.401167832517999479e-01 0
281 -2.561634581136113411e+03 1.094508552408264418e-01 0
284 -2.554897101043373368e+03 1.132271442169653641e-01 1
285 -2.553271479229877059e+03 3.484456365759818763e-01 1
272 -2.575330025502267290e+03 9.002744026086310081e-01 4
274 -2.574631017313125540e+03 9.865028028549462924e-01 4
276 -2.570170143115621613e+03 1.938053450966553681e-01 0
283 -2.559167037974150844e+03 3.024182401482686799e-01 2
282 -2.559543219894293998e+03 8.078806318330248315e-01 2
278 -2.567199714275978295e+03 9.224695346807187946e-01 3
280 -2.559122832427643516e+03 4.532027333431236649e-01 2
275 -2.565116831240239662e+03 8.672278299236345633e-01 2
279 -2.565493104557609513e+03 2.635505288448009020e-01 3
281 -2.562248828794974997e+03 1.595915816304325774e-01 1
277 -2.568086251133965106e+03 3.475049957371779685e-01 4
280 -2.563886799874699136e+03 5.836390914929190377e-01 1
276 -2.561954121355417556e+03 5.660082374865540444e-01 0
282 -2.555624397917972601e+03 9.948814922858417731e-02 3
279 -2.563837330756022766e+03 5.643798531584676148e-01 4
279 -2.566191777154527699e+03 7.314613446169917488e-01 4
282 -2.559138405799709290e+03 1.831128139972548752e-02 1
282 -2.560014329716681004e+03 4.301048202432937728e-01 1
278 -2.567024095953235246e+03 5.908442330710439450e-01 2
277 -2.569224692752786723e+03 9.365338300307823882e-01 2
278 -2.566211197410364548e+03 2.119044728840985270e-01 2
279 -2.566135677483696782e+03 2.863891031246548757e-01 2
283 -2.558409294480153221e+03 1.867965475047638491e-01 1
285 -2.552080828531928091e+03 7.542452140414954709e-01 3
278 -2.565164616221803499e+03 2.335013638953425397e-01 0
277 -2.566592733893819968e+03 1.815113473417546142e-01 0
279 -2.563717835483737872e+03 2.745084925666594344e-01 2
282 -2.560595352210363671e+03 4.017890693925649792e-01 1
280 -2.563689540468978976e+03 6.583517649166850116e-01 2
283 -2.559219414954455715e+03 9.070753004782132756e-01 0
276 -2.570881531596238347e+03 5.887070612477941500e-01 1
282 -2.560163301229784793e+03 5.809680572107041030e-01 0
276 -2.567083585667379793e+03 1.856378854034933801e-01 1
288 -2.551339715007427003e+03 1.965353401776831210e-01 3
282 -2.560232655061630339e+03 4.047217267405041063e-01 1
286 -2.553538152534816163e+03 2.080432137600000952e-01 3
279 -2.561775831478847977e+03 5.291537194891051676e-01 1
277 -2.567732712226054446e+03 6.836670529601887036e-01 2
288 -2.550868693943833932e+03 1.143346529885029828e-01 3
278 -2.567317533866478698e+03 9.243330757649724783e-01 2
287 -2.550662018703406829e+03 1.599572898503258123e-01 3
278 -2.564244479922474056e+03 9.135255162120725636e-02 2
279 -2.563435839821004265e+03 9.194645323940665582e-01 4
288 -2.551657332600608243e+03 5.351572526350929504e-01 3
273 -2.572684492508429685e+03 4.382055429748147879e-01 4
285 -2.554825563376373339e+03 9.093788324621404628e-01 3
288 -2.546185505241600822e+03 4.843135328291727770e-01 1
276 -2.568720724126425011e+03 8.400237452552481443e-01 4
275 -2.569203903913047725e+03 2.576013812680456039e-01 4
288 -2.551628289958625828e+03 5.565382424780778159e-01 1
288 -2.551573798135506877e+03 2.844372978958874532e-01 1
288 -2.550351974472210713e+03 3.248591653734136386e-01 1
278 -2.564825964890338582e+03 6.931783222538747680e-01 4
287 -2.549028468542180690e+03 9.880383825272633924e-01 1
285 -2.555066288296772655e+03 8.117460999496688423e-01 3
279 -2.565900239741655241e+03 7.171155782273945789e-01 4
286 -2.552166726414976893e+03 4.167819193225348329e-01 1
281 -2.560567691166838358e+03 3.107572642721259104e-01 2
281 -2.561599236648398801e+03 3.310675074822237440e-01 4
280 -2.560663513479003541e+03 2.203585123635878329e-01 3
282 -2.561116976728037116e+03 6.205927755090954179e-01 3
280 -2.560790737463146797e+03 7.426093395592693325e-01 0
281 -2.562521709056662530e+03 7.737743690170111321e-01 3
280 -2.562710012589463986e+03 6.594265768857444643e-01 4
288 -2.550394398906538299e+03 2.670479713439585789e-01 1
282 -2.561292912157902265e+03 3.793445631296391563e-01 0
279 -2.564184061912905690e+03 8.012694780008833284e-02 3
282 -2.561194155889152626e+03 3.571152095129385140e-01 4
285 -2.552837100532484783e+03 9.583975339345316424e-01 1
289 -2.547175068087880845e+03 6.984471488471767353e-01 1
282 -2.560195535330124585e+03 6.181522022024754648e-02 4
282 -2.558475336189201244e+03 8.390837240157136279e-01 2
280 -2.563518295685684279e+03 3.731161658849408980e-01 4
289 -2.548280131057845210e+03 7.156330671082017369e-01 1
284 -2.556314865530518546e+03 6.056453466519652329e-01 2
281 -2.562362922844007244e+03 4.033452064514473356e-01 0
287 -2.552745103750200542e+03 3.981423499064916660e-01 1
284 -2.556500321679980516e+03 9.372464777729367924e-01 3
281 -2.560419236005934181e+03 5.479867263032236480e-01 3
282 -2.559947033461834963e+03 6.262589760041594733e-01 0
277 -2.568407650098254635e+03 1.244265179801558041e-01 4
282 -2.560651945166348924e+03 3.880954380561860706e-01 4
284 -2.557346404175436874e+03 3.358201733636880237e-01 0
286 -2.554236407813776623e+03 1.180955837518808949e-01 3
277 -2.568541332209750635e+03 5.398022767703918312e-01 4
285 -2.555491550238921263e+03 6.679070072519710521e-02 3
282 -2.560584230357681918e+03 6.575989576785701285e-01 4
283 -2.558122616539096725e+03 4.702728116647179046e-01 3
282 -2.558607763280303516e+03 8.021390763774099986e-01 4
289 -2.549507303975372452e+03 3.612891114694628536e-01 1
288 -2.551064851280082621e+03 3.389761088792102584e-01 1
287 -2.552891276455452953e+03 2.721246337722286746e-01 0
284 -2.556493512612203631e+03 6.486202352000232096e-01 4
289 -2.549682622308873761e+03 6.065120141448545610e-01 1
286 -2.551931683357783186e+03 2.653437658608401306e-01 3
282 -2.559889488362124212e+03 1.253254656897694053e-01 4
287 -2.552805420868617148e+03 3.166732514021894929e-01 2
289 -2.549929218012172896e+03 1.208256038577685682e-01 3
286 -2.552936143910202190e+03 1.285524379975315767e-01 3
290 -2.547420673121089749e+03 1.771530382003514426e-01 1
286 -2.554356978478252131e+03 4.336976038310569326e-01 3
283 -2.558206206759685301e+03 6.807290106018464293e-01 2
284 -2.557969272859087141e+03 4.375251395354915473e-01 0
286 -2.553542253384892319e+03 3.695411536075061676e-01 3
288 -2.551190106742834359e+03 6.847257694515256343e-01 1
279 -2.562934697629647872e+03 7.749428956461523743e-01 4
281 -2.560982790326213035e+03 6.293683438680233166e-01 0
280 -2.562076157036174664e+03 6.770694026450001513e-01 4
282 -2.559856739108247893e+03 1.850774726390866931e-01 2
282 -2.556822269537667125e+03 3.731197328803059210e-01 0
283 -2.558814205306048279e+03 1.232053843355060962e-01 0
285 -2.555576301064297240e+03 2.398204231979095824e-01 4
285 -2.555463685380442257e+03 5.791132577156998806e-01 2
285 -2.555737715476672747e+03 4.220572123664347863e-01 2
282 -2.561096796026517040e+03 1.606078507961621327e-01 0
286 -2.553245263114948102e+03 6.313920152193372992e-01 1
286 -2.554205235920656833e+03 2.397472801527289754e-01 3
285 -2.554483967017262330e+03 9.363707040142510429e-01 2
287 -2.551172645290997480e+03 8.129076165568220880e-01 3
280 -2.559133861395429449e+03 2.807782058731305708e-01 0
286 -2.554420583863230604e+03 8.893112752561362910e-01 2
288 -2.550378879032911300e+03 6.024259412899694022e-01 3
282 -2.560067227756740067e+03 8.578166404318908755e-01 4
284 -2.557633913105434658e+03 9.211612094944525708e-01 4
284 -2.557340461824651356e+03 5.190696584155911619e-01 4
284 -2.558046253769959094e+03 1.245843206227238015e-01 0
